"Date","Price","Open","High","Low","Vol.","Change %"
"03/23/2015","1,778.00","1,776.48","1,783.18","1,772.31","","0.19%"
"03/20/2015","1,774.57","1,753.23","1,780.63","1,752.23","","1.33%"
"03/19/2015","1,751.31","1,763.81","1,769.03","1,748.44","","-0.16%"
"03/18/2015","1,754.10","1,736.18","1,772.05","1,733.87","","1.01%"
"03/17/2015","1,736.63","1,739.95","1,743.51","1,729.99","","-0.20%"
"03/16/2015","1,740.09","1,718.81","1,740.35","1,717.93","","1.18%"
"03/13/2015","1,719.82","1,728.44","1,730.13","1,711.64","","-0.51%"
"03/12/2015","1,728.62","1,710.48","1,729.27","1,710.16","","1.04%"
"03/11/2015","1,710.79","1,711.56","1,715.61","1,708.72","","-0.10%"
"03/10/2015","1,712.55","1,741.78","1,742.08","1,711.97","","-1.68%"
"03/09/2015","1,741.84","1,741.83","1,744.45","1,737.58","","-0.01%"
"03/06/2015","1,741.99","1,763.90","1,766.06","1,739.92","","-1.23%"
"03/05/2015","1,763.74","1,761.13","1,766.59","1,759.56","","0.16%"
"03/04/2015","1,760.91","1,767.93","1,768.11","1,752.55","","-0.43%"
"03/03/2015","1,768.57","1,776.42","1,778.75","1,764.55","","-0.45%"
"03/02/2015","1,776.65","1,771.04","1,776.65","1,770.13","","0.21%"
"02/27/2015","1,772.86","1,773.29","1,777.16","1,771.37","","-0.06%"
"02/26/2015","1,773.99","1,777.44","1,780.31","1,769.79","","-0.16%"
"02/25/2015","1,776.86","1,775.72","1,779.75","1,773.31","","0.11%"
"02/24/2015","1,774.92","1,770.00","1,777.17","1,765.87","","0.26%"
"02/23/2015","1,770.35","1,768.36","1,770.35","1,764.76","","0.13%"
"02/20/2015","1,768.09","1,759.95","1,768.70","1,752.02","","0.41%"
"02/19/2015","1,760.80","1,760.59","1,763.69","1,755.18","","0.10%"
"02/18/2015","1,759.04","1,755.10","1,761.30","1,753.88","","0.24%"
"02/17/2015","1,754.80","1,751.20","1,755.66","1,747.26","","0.11%"
"02/16/2015","1,752.91","1,752.25","1,754.66","1,751.59","","0.04%"
"02/13/2015","1,752.18","1,741.82","1,752.18","1,741.82","","0.63%"
"02/12/2015","1,741.22","1,722.04","1,742.71","1,721.42","","1.14%"
"02/11/2015","1,721.58","1,724.92","1,725.28","1,715.56","","-0.25%"
"02/10/2015","1,725.83","1,713.52","1,726.30","1,711.54","","0.68%"
"02/09/2015","1,714.23","1,718.97","1,720.76","1,711.61","","-0.37%"
"02/06/2015","1,720.55","1,729.10","1,730.49","1,716.73","","-0.40%"
"02/05/2015","1,727.49","1,713.16","1,729.66","1,710.65","","0.72%"
"02/04/2015","1,715.13","1,716.81","1,722.21","1,711.60","","-0.01%"
"02/03/2015","1,715.22","1,693.18","1,717.74","1,690.86","","1.23%"
"02/02/2015","1,694.35","1,678.78","1,694.35","1,671.69","","1.00%"
"01/30/2015","1,677.54","1,692.68","1,695.33","1,677.39","","-0.96%"
"01/29/2015","1,693.81","1,686.81","1,693.81","1,676.22","","0.27%"
"01/28/2015","1,689.20","1,704.38","1,710.10","1,686.62","","-0.96%"
"01/27/2015","1,705.60","1,711.93","1,717.91","1,698.44","","-0.41%"
"01/26/2015","1,712.55","1,704.86","1,713.42","1,701.68","","0.28%"
"01/23/2015","1,707.74","1,707.14","1,714.74","1,705.63","","-0.16%"
"01/22/2015","1,710.47","1,694.54","1,710.47","1,690.67","","0.95%"
"01/21/2015","1,694.34","1,684.34","1,696.77","1,681.20","","0.54%"
"01/20/2015","1,685.27","1,680.45","1,690.23","1,676.20","","0.20%"
"01/19/2015","1,681.90","1,676.72","1,683.63","1,676.68","","0.40%"
"01/16/2015","1,675.15","1,663.69","1,677.22","1,658.38","","0.76%"
"01/15/2015","1,662.44","1,665.05","1,679.50","1,654.91","","-0.18%"
"01/14/2015","1,665.38","1,678.58","1,678.81","1,653.36","","-0.76%"
"01/13/2015","1,678.19","1,677.16","1,695.22","1,671.08","","0.09%"
"01/12/2015","1,676.71","1,685.40","1,687.23","1,670.80","","-0.42%"
"01/09/2015","1,683.80","1,694.09","1,696.81","1,679.40","","-0.61%"
"01/08/2015","1,694.17","1,664.04","1,695.10","1,663.99","","1.92%"
"01/07/2015","1,662.22","1,652.74","1,665.45","1,651.27","","0.47%"
"01/06/2015","1,654.38","1,671.26","1,672.77","1,649.83","","-1.01%"
"01/05/2015","1,671.25","1,700.49","1,702.53","1,669.72","","-1.96%"
"01/02/2015","1,704.71","1,709.49","1,712.21","1,697.34","","-0.29%"
"01/01/2015","1,709.68","1,709.22","1,709.68","1,709.21","","0.00%"
"12/31/2014","1,709.67","1,720.63","1,722.95","1,708.96","","-0.66%"
"12/30/2014","1,721.01","1,730.61","1,730.85","1,720.39","","-0.62%"
"12/29/2014","1,731.71","1,729.60","1,733.31","1,727.43","","0.13%"
"12/26/2014","1,729.42","1,726.23","1,731.45","1,726.02","","0.21%"
"12/25/2014","1,725.79","1,726.12","1,727.69","1,725.79","","-0.03%"
"12/24/2014","1,726.23","1,723.83","1,729.17","1,723.73","","0.12%"
"12/23/2014","1,724.10","1,721.86","1,725.87","1,720.77","","0.05%"
"12/22/2014","1,723.26","1,715.81","1,723.26","1,715.77","","0.36%"
"12/19/2014","1,717.00","1,706.96","1,719.50","1,706.96","","0.63%"
"12/18/2014","1,706.33","1,668.75","1,707.12","1,668.75","","2.02%"
"12/17/2014","1,672.48","1,656.60","1,674.19","1,648.68","","1.02%"
"12/16/2014","1,655.52","1,655.78","1,676.07","1,647.48","","0.06%"
"12/15/2014","1,654.56","1,675.64","1,678.99","1,653.18","","-1.22%"
"12/12/2014","1,675.04","1,700.64","1,702.04","1,674.47","","-1.41%"
"12/11/2014","1,699.05","1,700.50","1,710.77","1,693.99","","0.04%"
"12/10/2014","1,698.43","1,719.64","1,720.27","1,698.43","","-1.37%"
"12/09/2014","1,721.97","1,727.42","1,727.56","1,708.98","","-0.26%"
"12/08/2014","1,726.47","1,737.38","1,739.08","1,725.20","","-0.69%"
"12/05/2014","1,738.52","1,734.66","1,741.10","1,733.80","","0.11%"
"12/04/2014","1,736.63","1,738.63","1,742.19","1,731.58","","-0.18%"
"12/03/2014","1,739.73","1,734.99","1,739.95","1,733.80","","0.22%"
"12/02/2014","1,735.99","1,730.38","1,736.12","1,729.52","","0.35%"
"12/01/2014","1,729.89","1,737.97","1,739.21","1,727.01","","-0.55%"
"11/28/2014","1,739.50","1,743.83","1,744.50","1,737.11","","-0.30%"
"11/27/2014","1,744.71","1,747.26","1,747.62","1,743.86","","-0.19%"
"11/26/2014","1,748.00","1,742.34","1,748.00","1,742.14","","0.30%"
"11/25/2014","1,742.82","1,740.15","1,746.19","1,739.02","","0.16%"
"11/24/2014","1,740.09","1,735.73","1,741.59","1,735.73","","0.16%"
"11/21/2014","1,737.24","1,725.27","1,741.45","1,724.67","","0.68%"
"11/20/2014","1,725.47","1,724.23","1,725.99","1,717.45","","0.04%"
"11/19/2014","1,724.73","1,727.64","1,728.28","1,719.25","","-0.20%"
"11/18/2014","1,728.23","1,714.47","1,729.95","1,714.19","","0.77%"
"11/17/2014","1,714.97","1,718.51","1,718.54","1,710.30","","-0.13%"
"11/14/2014","1,717.20","1,715.35","1,719.27","1,712.07","","0.06%"
"11/13/2014","1,716.24","1,712.59","1,720.97","1,711.77","","0.07%"
"11/12/2014","1,715.03","1,718.51","1,720.28","1,710.11","","-0.10%"
"11/11/2014","1,716.83","1,713.21","1,719.67","1,712.58","","0.13%"
"11/10/2014","1,714.60","1,709.47","1,714.60","1,708.24","","0.44%"
"11/07/2014","1,707.01","1,704.65","1,710.45","1,702.82","","-0.03%"
"11/06/2014","1,707.53","1,705.67","1,707.53","1,698.30","","0.06%"
"11/05/2014","1,706.51","1,697.86","1,706.51","1,694.82","","0.49%"
"11/04/2014","1,698.22","1,699.53","1,706.31","1,691.79","","-0.05%"
"11/03/2014","1,699.09","1,706.17","1,706.67","1,697.56","","-0.53%"
"10/31/2014","1,708.09","1,688.18","1,708.29","1,688.17","","1.12%"
"10/30/2014","1,689.22","1,680.48","1,690.83","1,674.43","","0.17%"
"10/29/2014","1,686.35","1,684.12","1,692.64","1,674.02","","0.11%"
"10/28/2014","1,684.54","1,666.07","1,684.54","1,665.67","","1.06%"
"10/27/2014","1,666.82","1,668.07","1,674.06","1,658.38","","-0.06%"
"10/24/2014","1,667.88","1,660.11","1,668.22","1,658.45","","0.48%"
"10/23/2014","1,659.97","1,646.27","1,665.07","1,640.16","","0.77%"
"10/22/2014","1,647.21","1,649.95","1,658.67","1,646.35","","-0.24%"
"10/21/2014","1,651.14","1,626.48","1,651.16","1,623.91","","1.54%"
"10/20/2014","1,626.05","1,612.25","1,627.36","1,612.16","","0.77%"
"10/17/2014","1,613.56","1,593.51","1,619.13","1,590.68","","1.32%"
"10/16/2014","1,592.60","1,597.72","1,601.03","1,571.81","","-0.16%"
"10/15/2014","1,595.21","1,609.26","1,611.21","1,574.36","","-0.96%"
"10/14/2014","1,610.74","1,615.52","1,621.35","1,604.07","","-0.18%"
"10/13/2014","1,613.61","1,627.80","1,634.96","1,613.61","","-0.80%"
"10/10/2014","1,626.68","1,650.78","1,650.79","1,626.52","","-1.59%"
"10/09/2014","1,652.93","1,676.62","1,683.57","1,650.77","","-1.23%"
"10/08/2014","1,673.48","1,662.55","1,677.80","1,650.23","","0.73%"
"10/07/2014","1,661.36","1,683.53","1,683.69","1,661.36","","-1.10%"
"10/06/2014","1,679.82","1,675.10","1,688.05","1,675.01","","0.27%"
"10/03/2014","1,675.29","1,668.90","1,677.11","1,664.96","","0.44%"
"10/02/2014","1,667.98","1,680.64","1,681.21","1,657.48","","-0.67%"
"10/01/2014","1,679.18","1,698.35","1,698.38","1,677.38","","-1.13%"
"09/30/2014","1,698.41","1,702.26","1,705.79","1,694.63","","-0.22%"
"09/29/2014","1,702.18","1,706.71","1,707.82","1,693.69","","-0.33%"
"09/26/2014","1,707.87","1,701.09","1,709.11","1,698.08","","0.28%"
"09/25/2014","1,703.09","1,723.32","1,724.73","1,702.38","","-1.19%"
"09/24/2014","1,723.67","1,715.51","1,724.13","1,710.35","","0.43%"
"09/23/2014","1,716.23","1,727.60","1,728.98","1,715.95","","-0.59%"
"09/22/2014","1,726.47","1,740.58","1,740.92","1,725.58","","-0.80%"
"09/19/2014","1,740.32","1,743.63","1,748.02","1,738.24","","-0.14%"
"09/18/2014","1,742.74","1,731.18","1,742.95","1,731.18","","0.43%"
"09/17/2014","1,735.35","1,734.44","1,738.10","1,728.19","","0.16%"
"09/16/2014","1,732.55","1,727.03","1,736.44","1,721.64","","0.33%"
"09/15/2014","1,726.86","1,729.86","1,729.86","1,724.34","","-0.15%"
"09/12/2014","1,729.50","1,736.00","1,736.97","1,727.14","","-0.43%"
"09/11/2014","1,736.99","1,737.05","1,737.66","1,729.38","","0.07%"
"09/10/2014","1,735.79","1,733.73","1,736.69","1,728.82","","0.15%"
"09/09/2014","1,733.21","1,741.25","1,741.86","1,731.02","","-0.63%"
"09/08/2014","1,744.28","1,749.52","1,749.76","1,738.11","","-0.36%"
"09/05/2014","1,750.61","1,746.30","1,750.61","1,740.96","","0.12%"
"09/04/2014","1,748.59","1,752.38","1,757.30","1,744.56","","-0.19%"
"09/03/2014","1,751.97","1,747.60","1,757.31","1,747.49","","0.27%"
"09/02/2014","1,747.20","1,748.28","1,750.83","1,743.25","","-0.06%"
"09/01/2014","1,748.31","1,746.98","1,749.13","1,746.73","","-0.02%"
"08/29/2014","1,748.67","1,744.20","1,748.67","1,741.46","","0.25%"
"08/28/2014","1,744.35","1,750.02","1,750.94","1,740.82","","-0.36%"
"08/27/2014","1,750.68","1,748.22","1,751.55","1,747.74","","0.09%"
"08/26/2014","1,749.14","1,744.37","1,751.57","1,743.99","","0.22%"
"08/25/2014","1,745.24","1,735.20","1,747.16","1,734.88","","0.54%"
"08/22/2014","1,735.94","1,741.94","1,742.07","1,732.60","","-0.34%"
"08/21/2014","1,741.88","1,734.58","1,742.80","1,733.49","","0.35%"
"08/20/2014","1,735.79","1,734.53","1,735.79","1,729.64","","0.05%"
"08/19/2014","1,734.87","1,728.14","1,735.02","1,727.91","","0.43%"
"08/18/2014","1,727.38","1,715.04","1,727.59","1,714.73","","0.77%"
"08/15/2014","1,714.24","1,715.14","1,724.28","1,707.54","","-0.09%"
"08/14/2014","1,715.71","1,709.04","1,715.71","1,707.54","","0.41%"
"08/13/2014","1,708.74","1,699.03","1,709.45","1,698.85","","0.55%"
"08/12/2014","1,699.35","1,701.73","1,703.35","1,696.65","","-0.13%"
"08/11/2014","1,701.61","1,691.03","1,706.13","1,690.84","","0.65%"
"08/08/2014","1,690.57","1,683.28","1,690.57","1,675.51","","0.35%"
"08/07/2014","1,684.71","1,694.48","1,698.81","1,682.47","","-0.50%"
"08/06/2014","1,693.13","1,698.11","1,698.13","1,687.08","","-0.30%"
"08/05/2014","1,698.22","1,710.69","1,711.34","1,695.37","","-0.70%"
"08/04/2014","1,710.14","1,704.58","1,712.23","1,700.75","","0.26%"
"08/01/2014","1,705.73","1,713.63","1,713.63","1,701.04","","-0.50%"
"07/31/2014","1,714.33","1,741.30","1,741.92","1,714.33","","-1.49%"
"07/30/2014","1,740.19","1,744.13","1,746.99","1,735.97","","-0.23%"
"07/29/2014","1,744.20","1,748.11","1,753.18","1,743.94","","-0.23%"
"07/28/2014","1,748.23","1,747.72","1,749.74","1,740.37","","0.00%"
"07/25/2014","1,748.23","1,756.73","1,758.05","1,745.09","","-0.46%"
"07/24/2014","1,756.25","1,754.14","1,758.00","1,752.01","","0.12%"
"07/23/2014","1,754.10","1,751.15","1,755.33","1,750.26","","0.19%"
"07/22/2014","1,750.75","1,740.76","1,752.14","1,740.66","","0.61%"
"07/21/2014","1,740.10","1,745.17","1,746.03","1,735.45","","-0.24%"
"07/18/2014","1,744.29","1,733.71","1,745.93","1,731.14","","0.53%"
"07/17/2014","1,735.09","1,752.09","1,752.70","1,734.47","","-0.94%"
"07/16/2014","1,751.49","1,741.33","1,752.15","1,740.77","","0.58%"
"07/15/2014","1,741.43","1,747.75","1,750.35","1,737.57","","-0.32%"
"07/14/2014","1,747.03","1,736.41","1,749.03","1,736.27","","0.64%"
"07/11/2014","1,736.00","1,733.48","1,737.20","1,730.82","","0.09%"
"07/10/2014","1,734.48","1,746.70","1,747.01","1,727.42","","-0.66%"
"07/09/2014","1,746.05","1,740.77","1,747.08","1,738.37","","0.25%"
"07/08/2014","1,741.64","1,754.24","1,754.92","1,738.99","","-0.75%"
"07/07/2014","1,754.80","1,763.05","1,763.22","1,753.37","","-0.49%"
"07/04/2014","1,763.44","1,765.39","1,765.77","1,763.41","","-0.04%"
"07/03/2014","1,764.12","1,757.29","1,764.44","1,755.55","","0.41%"
"07/02/2014","1,756.96","1,755.83","1,758.37","1,755.37","","0.13%"
"07/01/2014","1,754.76","1,743.70","1,758.02","1,743.46","","0.65%"
"06/30/2014","1,743.42","1,741.50","1,745.27","1,739.86","","0.15%"
"06/27/2014","1,740.86","1,737.94","1,741.47","1,735.42","","0.21%"
"06/26/2014","1,737.27","1,738.54","1,740.92","1,729.09","","-0.05%"
"06/25/2014","1,738.16","1,737.72","1,738.74","1,731.56","","0.02%"
"06/24/2014","1,737.82","1,746.17","1,748.21","1,737.55","","-0.49%"
"06/23/2014","1,746.29","1,748.52","1,749.86","1,744.14","","-0.07%"
"06/20/2014","1,747.43","1,747.74","1,748.98","1,746.16","","-0.06%"
"06/19/2014","1,748.41","1,740.15","1,749.97","1,740.09","","0.61%"
"06/18/2014","1,737.77","1,729.09","1,739.78","1,728.31","","0.52%"
"06/17/2014","1,728.74","1,727.30","1,729.54","1,722.83","","0.10%"
"06/16/2014","1,726.99","1,727.46","1,730.03","1,723.50","","-0.01%"
"06/13/2014","1,727.21","1,725.39","1,728.58","1,721.14","","0.10%"
"06/12/2014","1,725.49","1,730.10","1,731.90","1,723.70","","-0.33%"
"06/11/2014","1,731.20","1,735.44","1,736.65","1,729.07","","-0.24%"
"06/10/2014","1,735.32","1,736.32","1,737.12","1,730.93","","-0.04%"
"06/09/2014","1,735.98","1,735.72","1,738.30","1,733.29","","0.09%"
"06/06/2014","1,734.47","1,727.91","1,734.93","1,727.66","","0.51%"
"06/05/2014","1,725.60","1,717.40","1,728.26","1,715.53","","0.46%"
"06/04/2014","1,717.76","1,716.04","1,717.76","1,711.47","","0.11%"
"06/03/2014","1,715.82","1,717.67","1,718.12","1,712.71","","-0.08%"
"06/02/2014","1,717.27","1,715.37","1,717.79","1,711.90","","0.12%"
"05/30/2014","1,715.18","1,713.12","1,715.18","1,710.68","","0.11%"
"05/29/2014","1,713.25","1,705.54","1,713.25","1,705.44","","0.42%"
"05/28/2014","1,706.15","1,708.90","1,709.71","1,703.63","","-0.09%"
"05/27/2014","1,707.67","1,703.07","1,708.66","1,702.97","","0.26%"
"05/26/2014","1,703.18","1,698.93","1,703.28","1,698.62","","0.31%"
"05/23/2014","1,697.94","1,692.93","1,698.00","1,691.50","","0.33%"
"05/22/2014","1,692.36","1,688.41","1,694.10","1,687.85","","0.35%"
"05/21/2014","1,686.51","1,676.90","1,687.71","1,676.39","","0.51%"
"05/20/2014","1,678.01","1,685.65","1,685.96","1,675.46","","-0.47%"
"05/19/2014","1,685.88","1,683.50","1,686.19","1,678.19","","0.13%"
"05/16/2014","1,683.69","1,681.05","1,683.69","1,675.99","","0.08%"
"05/15/2014","1,682.34","1,693.95","1,695.19","1,677.60","","-0.74%"
"05/14/2014","1,694.80","1,697.76","1,699.72","1,693.56","","-0.19%"
"05/13/2014","1,697.99","1,696.15","1,700.75","1,696.14","","0.18%"
"05/12/2014","1,694.88","1,683.15","1,695.16","1,682.22","","0.68%"
"05/09/2014","1,683.36","1,685.42","1,687.06","1,677.03","","-0.20%"
"05/08/2014","1,686.79","1,684.20","1,694.08","1,683.92","","0.16%"
"05/07/2014","1,684.04","1,681.87","1,684.04","1,673.07","","0.03%"
"05/06/2014","1,683.52","1,689.80","1,693.28","1,683.16","","-0.37%"
"05/05/2014","1,689.77","1,689.41","1,690.21","1,677.92","","0.05%"
"05/02/2014","1,688.99","1,690.24","1,694.08","1,686.56","","-0.08%"
"05/01/2014","1,690.39","1,688.32","1,692.89","1,687.46","","0.16%"
"04/30/2014","1,687.74","1,683.08","1,688.95","1,679.82","","0.32%"
"04/29/2014","1,682.38","1,672.79","1,683.28","1,672.30","","0.58%"
"04/28/2014","1,672.65","1,669.56","1,678.41","1,663.45","","0.11%"
"04/25/2014","1,670.76","1,681.17","1,682.52","1,668.17","","-0.62%"
"04/24/2014","1,681.16","1,678.94","1,683.54","1,673.71","","0.11%"
"04/23/2014","1,679.25","1,683.12","1,684.10","1,678.77","","-0.16%"
"04/22/2014","1,681.98","1,672.30","1,684.74","1,671.52","","0.57%"
"04/21/2014","1,672.40","1,669.38","1,672.40","1,668.08","","0.11%"
"04/18/2014","1,670.60","1,669.07","1,670.60","1,668.70","","0.05%"
"04/17/2014","1,669.81","1,665.48","1,671.15","1,664.55","","0.30%"
"04/16/2014","1,664.85","1,646.87","1,665.16","1,646.83","","1.10%"
"04/15/2014","1,646.67","1,645.21","1,650.80","1,632.84","","0.14%"
"04/14/2014","1,644.36","1,636.90","1,646.98","1,631.22","","0.36%"
"04/11/2014","1,638.43","1,655.19","1,655.19","1,637.89","","-1.07%"
"04/10/2014","1,656.09","1,677.70","1,680.38","1,655.09","","-1.15%"
"04/09/2014","1,675.32","1,662.91","1,676.96","1,661.59","","0.69%"
"04/08/2014","1,663.77","1,658.42","1,665.61","1,653.43","","0.27%"
"04/07/2014","1,659.29","1,675.40","1,675.51","1,657.34","","-1.01%"
"04/04/2014","1,676.25","1,685.10","1,692.85","1,675.59","","-0.53%"
"04/03/2014","1,685.14","1,687.26","1,689.60","1,681.85","","-0.14%"
"04/02/2014","1,687.46","1,683.63","1,688.34","1,683.44","","0.22%"
"04/01/2014","1,683.70","1,673.25","1,683.78","1,672.38","","0.59%"
"03/31/2014","1,673.87","1,662.04","1,676.18","1,662.04","","0.72%"
"03/28/2014","1,661.84","1,653.36","1,667.29","1,652.69","","0.53%"
"03/27/2014","1,653.12","1,654.85","1,657.05","1,648.40","","-0.07%"
"03/26/2014","1,654.34","1,657.32","1,667.98","1,654.34","","-0.08%"
"03/25/2014","1,655.69","1,647.44","1,659.95","1,646.11","","0.59%"
"03/24/2014","1,645.97","1,653.63","1,658.59","1,641.23","","-0.45%"
"03/21/2014","1,653.38","1,654.31","1,663.40","1,652.51","","-0.06%"
"03/20/2014","1,654.32","1,653.20","1,655.25","1,640.98","","-0.22%"
"03/19/2014","1,658.05","1,665.77","1,667.19","1,647.18","","-0.45%"
"03/18/2014","1,665.49","1,653.52","1,666.84","1,652.39","","0.70%"
"03/17/2014","1,653.94","1,640.70","1,656.77","1,638.85","","0.78%"
"03/14/2014","1,641.13","1,649.95","1,649.95","1,638.40","","-0.64%"
"03/13/2014","1,651.68","1,665.91","1,671.46","1,647.86","","-0.83%"
"03/12/2014","1,665.55","1,671.68","1,671.70","1,655.72","","-0.40%"
"03/11/2014","1,672.19","1,676.55","1,682.38","1,670.37","","-0.26%"
"03/10/2014","1,676.53","1,681.30","1,682.13","1,669.55","","-0.28%"
"03/07/2014","1,681.17","1,686.70","1,688.67","1,677.91","","-0.29%"
"03/06/2014","1,686.11","1,678.99","1,690.03","1,678.66","","0.42%"
"03/05/2014","1,679.06","1,677.66","1,681.11","1,676.63","","0.07%"
"03/04/2014","1,677.85","1,653.98","1,678.87","1,653.01","","1.35%"
"03/03/2014","1,655.42","1,675.23","1,675.27","1,648.96","","-1.19%"
"02/28/2014","1,675.40","1,669.17","1,679.93","1,667.65","","0.42%"
"02/27/2014","1,668.40","1,665.16","1,669.37","1,658.84","","0.21%"
"02/26/2014","1,664.85","1,668.35","1,669.21","1,662.41","","-0.27%"
"02/25/2014","1,669.41","1,668.81","1,674.33","1,665.21","","0.07%"
"02/24/2014","1,668.31","1,659.69","1,674.69","1,657.90","","0.51%"
"02/21/2014","1,659.85","1,656.23","1,664.74","1,656.23","","0.23%"
"02/20/2014","1,656.01","1,653.59","1,657.67","1,645.65","","0.06%"
"02/19/2014","1,655.04","1,660.49","1,664.49","1,652.89","","-0.33%"
"02/18/2014","1,660.54","1,653.72","1,661.97","1,653.45","","0.42%"
"02/17/2014","1,653.55","1,651.22","1,654.41","1,650.34","","0.21%"
"02/14/2014","1,650.12","1,643.54","1,652.15","1,642.13","","0.42%"
"02/13/2014","1,643.19","1,637.96","1,643.83","1,629.17","","0.33%"
"02/12/2014","1,637.71","1,633.23","1,642.36","1,633.19","","0.20%"
"02/11/2014","1,634.47","1,616.53","1,635.17","1,616.28","","1.09%"
"02/10/2014","1,616.78","1,611.38","1,616.78","1,611.37","","0.31%"
"02/07/2014","1,611.78","1,592.17","1,612.55","1,592.02","","1.20%"
"02/06/2014","1,592.69","1,572.30","1,592.69","1,572.29","","1.29%"
"02/05/2014","1,572.37","1,570.24","1,575.05","1,564.24","","0.16%"
"02/04/2014","1,569.93","1,571.19","1,571.91","1,560.35","","-0.13%"
"02/03/2014","1,571.92","1,598.53","1,598.55","1,570.62","","-1.66%"
"01/31/2014","1,598.46","1,607.47","1,608.80","1,588.65","","-0.56%"
"01/30/2014","1,607.46","1,603.84","1,609.41","1,594.81","","0.24%"
"01/29/2014","1,603.67","1,610.33","1,620.27","1,600.70","","-0.48%"
"01/28/2014","1,611.35","1,604.31","1,612.52","1,603.14","","0.40%"
"01/27/2014","1,604.92","1,618.36","1,618.78","1,600.62","","-0.83%"
"01/24/2014","1,618.36","1,651.34","1,651.49","1,618.13","","-1.94%"
"01/23/2014","1,650.45","1,660.35","1,661.41","1,647.22","","-0.68%"
"01/22/2014","1,661.74","1,659.90","1,662.54","1,658.76","","0.14%"
"01/21/2014","1,659.49","1,656.98","1,664.23","1,654.18","","0.14%"
"01/20/2014","1,657.11","1,656.28","1,657.25","1,654.65","","-0.01%"
"01/17/2014","1,657.32","1,659.75","1,662.13","1,654.43","","-0.12%"
"01/16/2014","1,659.34","1,660.11","1,661.71","1,655.93","","-0.04%"
"01/15/2014","1,660.00","1,649.92","1,661.15","1,649.92","","0.50%"
"01/14/2014","1,651.73","1,646.19","1,651.73","1,636.19","","0.38%"
"01/13/2014","1,645.41","1,655.48","1,658.15","1,644.86","","-0.59%"
"01/10/2014","1,655.11","1,646.92","1,655.63","1,645.52","","0.53%"
"01/09/2014","1,646.37","1,648.83","1,651.31","1,641.58","","-0.23%"
"01/08/2014","1,650.17","1,647.69","1,651.65","1,645.72","","0.15%"
"01/07/2014","1,647.65","1,641.61","1,649.16","1,638.88","","0.40%"
"01/06/2014","1,641.16","1,644.59","1,646.67","1,639.50","","-0.30%"
"01/03/2014","1,646.05","1,645.11","1,650.11","1,644.17","","0.05%"
"01/02/2014","1,645.22","1,659.96","1,660.72","1,643.01","","-0.96%"
"01/01/2014","1,661.09","1,659.56","1,661.09","1,659.56","","0.00%"
"12/31/2013","1,661.07","1,655.31","1,661.07","1,655.26","","0.30%"
"12/30/2013","1,656.15","1,652.93","1,657.01","1,652.56","","0.12%"
"12/27/2013","1,654.16","1,645.89","1,656.41","1,645.89","","0.48%"
"12/26/2013","1,646.28","1,639.59","1,646.60","1,639.59","","0.40%"
"12/25/2013","1,639.73","1,639.13","1,639.80","1,638.56","","0.00%"
"12/24/2013","1,639.65","1,636.41","1,640.08","1,635.81","","0.14%"
"12/23/2013","1,637.28","1,626.75","1,637.84","1,626.69","","0.65%"
"12/20/2013","1,626.66","1,618.35","1,629.33","1,617.42","","0.51%"
"12/19/2013","1,618.38","1,609.77","1,619.48","1,609.56","","0.29%"
"12/18/2013","1,613.75","1,594.36","1,613.75","1,591.41","","1.32%"
"12/17/2013","1,592.79","1,597.99","1,600.26","1,591.72","","-0.34%"
"12/16/2013","1,598.21","1,588.16","1,601.72","1,586.14","","0.66%"
"12/13/2013","1,587.69","1,587.92","1,591.48","1,585.57","","-0.06%"
"12/12/2013","1,588.71","1,600.10","1,600.32","1,586.63","","-0.71%"
"12/11/2013","1,600.12","1,614.21","1,614.88","1,599.30","","-0.87%"
"12/10/2013","1,614.23","1,618.19","1,619.77","1,614.23","","-0.21%"
"12/09/2013","1,617.60","1,612.65","1,619.62","1,611.91","","0.31%"
"12/06/2013","1,612.61","1,599.90","1,613.00","1,596.67","","0.86%"
"12/05/2013","1,598.88","1,606.40","1,606.56","1,598.78","","-0.37%"
"12/04/2013","1,604.74","1,613.05","1,613.41","1,599.56","","-0.53%"
"12/03/2013","1,613.31","1,620.69","1,621.85","1,610.33","","-0.50%"
"12/02/2013","1,621.34","1,627.21","1,628.58","1,619.73","","-0.43%"
"11/29/2013","1,628.42","1,628.84","1,633.38","1,626.87","","-0.03%"
"11/28/2013","1,628.88","1,624.70","1,629.68","1,624.63","","0.25%"
"11/27/2013","1,624.82","1,622.46","1,626.69","1,621.17","","0.18%"
"11/26/2013","1,621.91","1,624.63","1,625.69","1,620.58","","-0.11%"
"11/25/2013","1,623.70","1,624.30","1,626.96","1,623.52","","0.03%"
"11/22/2013","1,623.15","1,617.87","1,624.08","1,616.48","","0.42%"
"11/21/2013","1,616.34","1,609.42","1,617.15","1,605.28","","0.31%"
"11/20/2013","1,611.34","1,616.78","1,620.92","1,606.84","","-0.32%"
"11/19/2013","1,616.44","1,622.22","1,622.45","1,615.01","","-0.39%"
"11/18/2013","1,622.82","1,622.43","1,629.92","1,620.32","","0.08%"
"11/15/2013","1,621.50","1,612.61","1,622.49","1,611.83","","0.54%"
"11/14/2013","1,612.86","1,604.48","1,614.08","1,604.43","","0.71%"
"11/13/2013","1,601.56","1,597.86","1,603.56","1,589.10","","0.19%"
